type,title,rating,duration,listed_in,IMDb,c0,c1,c2,c3,c4,c5,c6
Movie,tarzan & jane,TV_PG,78 min,"Action, Adventure, Animation",5.2,michael weiss,olivia d'abo,rene auberjonois,jeff bennett,jim cummings,grey delisle,
TV Show,the avengers: united they stand,TV_Y7,1 Season,"Action, Adventure, Animation, Kids",5.2,martin roach,rod wilson,lenore zann,ron rubin,hamish mcewan,lynda ballantyne,
Movie,the fox and the hound 2,G,73 min,"Action, Adventure, Animation, Buddy",5.2,reba mcentire,patrick swayze,jonah bobo,harrison fahn,jeff foxworthy,vicki lawrence,
Movie,the wild,G,86 min,"Action, Adventure, Animation, Comedy",5.2,kiefer sutherland,jim belushi,eddie izzard,janeane garofalo,william shatner,richard kind,
Movie,twas the night,TV_G,87 min,"Comedy, Crime, Fantasy",5.2,bryan cranston,josh zuckerman,jefferson mappin,brenda grate,rhys williams,barclay hope,
Movie,zenon: z3,TV_G,81 min,"Comedy, ComingOfAge, Sci_Fi",5.2,kirsten storms,lauren maltby,alyson morgan,stuart pankin,holly fulger,ben easter,
Movie,eragon,PG,104 min,"Action, Adventure, Family, Fantasy",5.1,ed speleers,jeremy irons,sienna guillory,robert carlyle,john malkovich,garrett hedlund,
Movie,g_force,PG,92 min,"Action, Adventure, Comedy, Family",5.1,bill nighy,will arnett,zach galifianakis,kelli garner,tyler jones,jack conley,
TV Show,star wars resistance,TV_Y7,2 Seasons,"Action, Adventure, Animation, Kids",5.1,christopher sean,josh brener,scott lawrence,suzie mcgrath,as himself,,
Movie,marvel rising: playing with fire,TV_Y7,45 min,"Action, Adventure, Animation, ComingOfAge",5.1,dee baker,dove cameron,gary cole,kathreen khavari,meera kumbhani,tony mirrcandani,
TV Show,henry hugglemonster,TV_Y,2 Seasons,"Animation, Fantasy, Kids",5.1,lara miller,tom kenny,chiara zanni,lori alan,hynden walch,kari wahlgren,
Movie,camp rock,TV_G,96 min,"ComingOfAge, Music, Musical",5.1,demi lovato,joe jonas,meaghan martin,maria canals_barrera,alyson stoner,julie brown,
Movie,cow belles,TV_G,91 min,"Comedy, ComingOfAge",5.1,amanda michalka,alyson michalka,sheila mccarthy,michael trevino,christian serratos,ron gabriel,
TV Show,hannah montana,TV_G,4 Seasons,"Comedy, ComingOfAge, Kids",5.1,miley cyrus,emily osment,mitchel musso,jason earles,billy cyrus,,
Movie,high school musical 2,TV_G,114 min,"ComingOfAge, Musical",5.1,zac efron,vanessa hudgens,ashley tisdale,lucas grabeel,corbin bleu,monique coleman,
Movie,jungle 2 jungle,PG,105 min,"Comedy, Family",5.1,tim allen,martin short,lolita davidovich,david stiers,jobeth williams,sam huntington,
Movie,operation dumbo drop,PG,109 min,"Action, Adventure, Animals_Nature, Comedy",5.1,danny glover,ray liotta,denis leary,doug doug,corin nemec,tcheky karyo,
Movie,the secret of the magic gourd,G,84 min,Fantasy,5.1,åš³å¥•å˜‰ ,æœ±ç¥ºéš† ,éƒ­å‡¯æ• ,éƒ‘å˜‰æ˜š ,å­ÿè°¦ ,é™ˆä½©æ–¯,
Movie,the suite life movie,TV_G,81 min,"Comedy, ComingOfAge",5.1,cole sprouse,dylan sprouse,brenda song,debby ryan,matthew timmons,john ducey,
Movie,unidentified flying oddball,G,93 min,"Action, Adventure, Comedy, Family",5.1,dennis dugan,jim dale,ron moody,kenneth more,john le mesurier,rodney bewes,
Movie,the simpsons in plusaversary,TV_PG,6 min,"Animation, Comedy",5.0,dan castellaneta,nancy cartwright,yeardley smith,tress macneille,hank azaria,,
Movie,snow buddies,G,91 min,"Action, Adventure, Comedy, Kids",5.0,dominic scott kay,john kapelos,lise simms,mike dopud,charles c. stevenson jr.,dylan minnette,
Movie,alvin and the chipmunks: the road chip,PG,92 min,"Comedy, Family, Music",5.0,jason lee,tony hale,kimberly williams_paisley,josh green,bella thorne,uzo aduba,
Movie,disney princess remixed _ an ultimate princess celebration,TV_G,22 min,"Family, Music, Variety",5.0,txunamy oriz,natalie peyser,dara reneã©,frankie rodriguez,julia lester,ruth righi,
Movie,garfield,PG,82 min,"Comedy, Family",5.0,breckin meyer,jennifer love hewitt,stephen tobolowsky,bill murray,evan arnold,mark lawrence,
Movie,garfield: a tail of two kitties,PG,79 min,"Comedy, Family, Kids",5.0,breckin meyer,jennifer love hewitt,billy connolly,bill murray,,,
Movie,secret society of second_born royals,TV_PG,99 min,"Action, Adventure, ComingOfAge, Family",5.0,peyton lee,niles fitch,isabella blake_thomas,olivia deeble,skylar astin,elodie yung,
TV Show,disney a.n.t. farm,TV_G,3 Seasons,"Comedy, ComingOfAge, Music",5.0,china mcclain,sierra mccormick,jake short,stefanie scott,carlon jeffery,,
Movie,the sandlot: heading home,PG,97 min,"Comedy, Family, Sports",5.0,danny nucci,luke perry,keanu pires,sarah deakins,chauncey leopardi,brandon olds,
Movie,america's heart & soul,PG,88 min,"Documentary, Family",5.0,george woodard,charles jimmie sr.,the brothers,frank pino,dave pino,john yacobellis,
Movie,atlantis: milo's return,G,83 min,"Action, Adventure, Animation, Family",5.0,james taylor,cree summer,john mahoney,jacqueline obradors,don novello,corey burton,
Movie,beauty and the beast: belle's magical world,G,71 min,"Animation, Anthology, Fantasy",5.0,robby benson,paige o'hara,david stiers,jerry orbach,jeff bennett,jim cummings,
Movie,can of worms,TV_PG,84 min,"Comedy, ComingOfAge, Sci_Fi",5.0,michael shulman,erika christensen,adam wylie,andrew ducote,lee garlington,brighton hertford,
Movie,frenemies,TV_G,88 min,"Anthology, Comedy, ComingOfAge",5.0,zendaya ,bella thorne,mary mouser,nick robinson,stefanie scott,connor price,
Movie,get a clue,TV_G,84 min,"Drama, Mystery",5.0,lindsay lohan,bug hall,ian gomez,brenda song,ali mukadam,dan lett,
Movie,my favorite martian,PG,94 min,"Comedy, Sci_Fi",5.0,jeff daniels,christopher lloyd,elizabeth hurley,daryl hannah,wallace shawn,christine ebersole,
Movie,skyrunners,TV_PG,93 min,"Action, Adventure, Sci_Fi",5.0,kelly blatz,joey pollari,conrad coates,jacqueline wood,nathan stephenson,kerry laifatt,
Movie,the haunted mansion,PG,89 min,"Comedy, Family, Fantasy",5.0,eddie murphy,terence stamp,nathaniel parker,marsha thomason,jennifer tilly,wallace shawn,
Movie,whispers: an elephant's tale,G,73 min,"Action, Adventure, Animals_Nature, Family",5.0,angela bassett,joanna lumley,anne archer,debi derryberry,kevin richardson,alice ghostley,
Movie,zapped,TV_G,95 min,"Comedy, ComingOfAge, Sci_Fi",5.0,zendaya ,chanelle peloso,spencer boldman,emilia mccarthy,adam dimarco,william ainscough,
TV Show,chicken squad,TV_Y,1 Season,"Animation, Kids, Cop",4.9,ramone hamilton,gabriella graves,maxwell simkins,yvette nicole brown,,,
TV Show,disney just roll with it,TV_Y7,2 Seasons,"Comedy, Family",4.9,ramon reed,kaylin hayman,suzi barrett,tobie windham,,,
TV Show,disney roll it back (shorts),TV_Y7,1 Season,"Comedy, Docuseries, Family",4.9,ramon reed,kaylin hayman,suzi barrett,tobie windham,jc currais,,
TV Show,dog with a blog,TV_G,3 Seasons,"Comedy, Fantasy",4.9,g hannelius,blake michael,francesca capaldi,stephen full,regan burns,beth littleford,
Movie,cinderella ii: dreams come true,G,77 min,"Animation, Fantasy, Kids",4.9,jennifer hale,rob paulsen,corey burton,andre stojka,russi taylor,susanne blakeslee,
TV Show,crash & bernstein,TV_Y7,2 Seasons,"Comedy, Fantasy, Kids",4.9,cole jensen,tim lagasse,landry bender,oana gregory,aaron landon,,
Movie,doug's 1st movie,G,80 min,"Animation, Comedy, Family",4.9,thomas mchugh,fred newman,chris phillips,constance shulman,frank welker,doug preis,
Movie,herbie goes bananas,G,93 min,"Action, Adventure, Comedy, Family",4.9,cloris leachman,charles smith,john vernon,stephen burns,elyssa davalos,joaquin garay  iii,
Movie,"honey, we shrunk ourselves",PG,76 min,"Action, Adventure, Comedy, Fantasy",4.9,rick moranis,eve gordon,robin bartlett,allison mack,jake richardson,stuart pankin,
Movie,hounded,TV_G,92 min,"Animals_Nature, Comedy, ComingOfAge",4.9,tahj mowry,shia labeouf,craig kirkwood,steven bendik,sara paxton,rachelle carson,
TV Show,marvel's inhumans,TV_14,1 Season,"Action, Adventure, Sci_Fi, Superhero",4.9,anson mount,serinda swan,ken leung,eme ikwuakor,isabelle cornish,ellen woglom,
TV Show,shake it up,TV_G,3 Seasons,"Buddy, Comedy, ComingOfAge",4.9,bella thorne,zendaya ,davis cleveland,roshon fegan,adam irigoyen,kenton duty,
Movie,the cheetah girls 2,TV_G,98 min,"ComingOfAge, Drama, Music",4.9,raven_symonã© ,adrienne bailon,sabrina bryan,kiely williams,belinda peregrin,lori alter,
TV Show,higglytown heroes,TV_Y,2 Seasons,"Animation, Kids, Musical",4.8,frankie ryan manriquez,taylor masamitsu,liliana mumy,rory thost,edie mcclurg,,
TV Show,fish hooks,TV_G,3 Seasons,"Animation, Comedy, ComingOfAge",4.8,chelsea kane,kyle massey,justin roiland,,,,
Movie,marvel's iron man & hulk: heroes united,PG,74 min,"Action, Adventure, Animation, Sci_Fi",4.8,adrian pasdar,fred tatasciore,david kaye,dee baker,robin downes,,
Movie,102 dalmatians,G,104 min,"Action, Adventure, Animals_Nature, Family",4.8,glenn close,ioan gruffudd,alice evans,tim mcinnerny,ian richardson,gã©rard depardieu,
Movie,high school musical 3: senior year,G,121 min,"ComingOfAge, Family, Musical",4.8,zac efron,vanessa hudgens,ashley tisdale,lucas grabeel,corbin bleu,monique coleman,
Movie,"honey, i blew up the kid",PG,90 min,"Comedy, Family, Sci_Fi",4.8,rick moranis,marcia strassman,lloyd bridges,robert oliveri,john shea,keri russell,
Movie,life is ruff,TV_G,85 min,"Animals_Nature, Comedy, ComingOfAge",4.8,kyle massey,kay panabaker,mitchel musso,carter jenkins,mark lawrence,judith moreland,
Movie,pocahontas ii: journey to a new world,G,77 min,"Action, Adventure, Animation, Family",4.8,irene bedard,jim cummings,donal gibson,finola hughes,linda hunt,judy kuhn,
Movie,santa paws 2: the santa pups,G,92 min,"Fantasy, Musical",4.8,cheryl ladd,george newbern,pat finn,danny woodburn,obba babatunde,paul rae,
Movie,the cheetah girls,TV_G,94 min,"ComingOfAge, Drama, Music",4.8,raven ,adrienne bailon,kiely williams,sabrina bryan,juan chioran,lori alter,
TV Show,disney kirby buckets,TV_Y7,3 Seasons,"Action, Adventure, Comedy, ComingOfAge",4.8,jacob bertrand,mekai curtis,cade sutton,olivia stuck,tiffany espensen,,
Movie,under wraps,TV_G,92 min,"Action, Adventure, Comedy, Kids",4.7,malachi barton,christian j. simon,sophia hammons,melanie brook,brent stait,jordana largy,
Movie,underdog,PG,85 min,"Action, Adventure, Family, Parody",4.7,jason lee,amy adams,jim belushi,peter dinklage,patrick warburton,alex neuberger,
Movie,a kid in king arthur's court,PG,90 min,"Action, Adventure, Comedy, ComingOfAge",4.7,thomas nicholas,joss ackland,art malik,paloma baeza,kate winslet,daniel craig,
Movie,dadnapped,TV_G,85 min,"Comedy, Mystery",4.7,emily osment,david henrie,jason earles,jonathan keltz,moises arias,denzel whitaker,
Movie,sharpay's fabulous adventure,TV_G,92 min,"Comedy, ComingOfAge, Music",4.7,ashley tisdale,austin butler,cameron goodman,bradley perry,alec mapa,jack plotnick,
Movie,the santa clause 3: the escape clause,G,94 min,"Comedy, Family, Fantasy",4.7,tim allen,elizabeth mitchell,judge reinhold,wendy crewson,ann_margret ,eric lloyd,
Movie,hunt for the abominable snowman,TV_PG,45 min,Documentary,4.6,stephen rashbrook,,,,,,
TV Show,supercar megabuild,TV_PG,2 Seasons,"Buddy, Docuseries, Lifestyle",4.6,dom joly,,,,,,
Movie,confessions of a teenage drama queen,PG,91 min,"Comedy, ComingOfAge",4.6,lindsay lohan,adam garcia,glenne headly,alison pill,eli marienthal,megan fox,
TV Show,disney jonas,TV_G,2 Seasons,"Comedy, Family, Kids",4.6,kevin jonas,joe jonas,nick jonas,chelsea staub,nicole anderson,john ducey,
Movie,life_size 2,TV_14,82 min,"Comedy, ComingOfAge, Fantasy",4.6,tyra banks,francia raisa,gavin stenhouse,hank chen,alison fernandez,shanica knowles,
Movie,the hunchback of notre dame ii,G,69 min,"Action, Adventure, Animation, Family",4.6,jason alexander,jennifer hewitt,tom hulce,paul kandel,charles kimbrough,kevin kline,
Movie,you lucky dog,TV_G,88 min,"Comedy, Fantasy",4.6,kirk cameron,chelsea noble,john de lancie,christine healy,granville van dusen,christine cavanaugh,
Movie,santa buddies: the legend of santa paws,G,93 min,"Comedy, Fantasy, Kids",4.5,christopher lloyd,danny woodburn,craig anton,michael teigen,ben giroux,paul rae,
Movie,spooky buddies,G,93 min,"Comedy, Fantasy, Kids",4.5,tucker albrizzi,diedrich bader,ameko eks mass carroll,max charles,tim conway,jennifer elise cox,
TV Show,so random!,TV_G,1 Season,"Comedy, ComingOfAge",4.5,tiffany thornton,sterling knight,brandon mychal smith,doug brochu,allisyn ashley arm,,
Movie,the sandlot 2,PG,98 min,"Comedy, Sports",4.5,max lloyd_jones,james willson,samantha burton,brett kelly,james earl jones,cole evan weiss,
Movie,home alone 3,PG,103 min,"Comedy, Family",4.5,alex d. linz,haviland morris,olek krupa,,,,
TV Show,spaced out,TV_G,1 Season,"Docuseries, Kids",4.5,ben detour,,,,,,
Movie,hannah montana the movie,G,105 min,"Comedy, ComingOfAge, Drama",4.5,miley cyrus,emily osment,margo martindale,jason earles,peter gunn,melora hardin,
Movie,the cheetah girls: one world,TV_G,85 min,"Comedy, ComingOfAge, Music",4.5,adrienne bailon,sabrina bryan,kiely williams,roshan seth,michael steger,kunal sharma,
Movie,the flood,TV_PG,93 min,"Animals_Nature, Documentary",4.5,angela bassett,,,,,,
Movie,diary of a wimpy kid: the long haul,PG,92 min,"Comedy, Family",4.4,jason drucker,alicia silverstone,tom scott,charlie wright,owen asztalos,dylan walters,
Movie,the poof point,TV_G,80 min,"Comedy, ComingOfAge, Sci_Fi",4.4,tahj mowry,dawnn lewis,raquel lee,mark curry,bruce newbold,jan felt,
Movie,alvin and the chipmunks: chipwrecked,G,87 min,"Comedy, Family, Music",4.3,jason lee,david cross,jenny slate,justin long,matthew gray gubler,jesse mccartney,
Movie,beverly hills chihuahua 3: viva la fiesta!,G,92 min,"Comedy, ComingOfAge, Family",4.3,george lopez,odette annable,ernie hudson,miguel ferrer,kay panabaker,tom kenny,
Movie,treasure buddies,G,96 min,"Action, Adventure, Comedy, Kids",4.3,richard riehle,mason cook,adam alexi_malle,lochlyn munro,mo gallini,christopher maleki,
Movie,cinderella,G,77 min,"Animation, Family, Fantasy",4.3,ilene woods,eleanor audley,verna felton,rhoda williams,james macdonald,luis van rooten,
Movie,college road trip,G,84 min,"Comedy, ComingOfAge, Family",4.3,martin lawrence,raven_symonã© ,donny osmond,brenda song,will sasso,eshaya draper,
Movie,space buddies,G,87 min,"Action, Adventure, Comedy, Kids",4.2,f.t. anderson,diedrich bader,field cate,kendall cross,mike dopud,mark downey,
Movie,beverly hills chihuahua 2,G,88 min,"Action, Adventure, Comedy, Family",4.2,george lopez,odette yustman,miguel ferrer,ernie hudson,loretta devine,jon huertas,
Movie,cheaper by the dozen,PG,99 min,"Comedy, Family",4.2,steve martin,bonnie hunt,hilary duff,tom welling,piper perabo,,
Movie,a wrinkle in time,PG,112 min,"Action, Adventure, ComingOfAge, Family",4.2,oprah winfrey,reese witherspoon,mindy kaling,storm reid,levi miller,deric mccabe,
Movie,super buddies,G,83 min,"Action, Adventure, Comedy, Family",4.2,jeremy shinder,tenzing trainor,ty panitz,g. hannelius,cooper roth,colin hanks,
Movie,the country bears,G,91 min,"Comedy, Music",4.2,christopher walken,stephen tobolowsky,daryl mitchell,m.c. gainey,diedrich bader,alex rocco,
TV Show,pickle and peanut,TV_Y7,2 Seasons,Comedy,4.1,johnny pemberton,jon heder,dana snyder,joel trussell,,,
Movie,inspector gadget,PG,80 min,"Action, Adventure, Comedy, Family",4.1,matthew broderick,rupert everett,joely fisher,michelle trachtenberg,michael hagerty,andy dick,
Movie,the jungle book: mowgli's story,G,77 min,"Action, Adventure, ComingOfAge, Family",4.1,brandon baker,sherman howard,clancy brown,peri gilpin,wallace shawn,stephen tobolowsky,
TV Show,walk the prank,TV_Y7,3 Seasons,"Comedy, Reality",4.0,cody veith,bryce gheisar,brandon severs,jillian shea spaeder,tobie windham,,
Movie,mr. magoo,PG,88 min,"Action, Adventure, Comedy, Crime",4.0,leslie nielsen,kelly lynch,ernie hudson,stephen tobolowsky,nick chinlund,matt keeslar,
Movie,meet the deedles,PG,94 min,"Buddy, Comedy",4.0,paul walker,steve wormer,john ashton,a.j. langer,robert englund,megan cavanagh,
Movie,richie rich's christmas wish,G,85 min,"Action, Adventure, Comedy, Family",4.0,david gallagher,eugene levy,keene curtis,jake richardson,martin mull,lesley warren,
Movie,beverly hills chihuahua,PG,95 min,"Action, Adventure, Comedy, Family",3.9,piper perabo,manolo cardona,jamie curtis,jose yazpik,maury sterling,jesus ochoa,
Movie,jingle all the way 2,PG,91 min,"Comedy, Family",3.8,larry the cable guy,brian stepanek,santino marella,kennedi clements,kirsten robek,rachel hayward,
TV Show,disney bizaardvark,TV_PG,3 Seasons,"Buddy, Comedy, Family",3.8,madison hu,olivia rodrigo,jake paul,devore ledridge,ethan wacker,,
Movie,home sweet home alone,PG,95 min,"Comedy, Family",3.6,ellie kemper,rob delaney,archie yates,aisling bea,kenan thompson,tim simons,
TV Show,howie mandel's animals doing things,TV_PG,2 Seasons,"Animals_Nature, Comedy, Family",3.6,howie mandel,,,,,,
Movie,inspector gadget 2,G,90 min,"Action, Adventure, Comedy, Family",3.4,french stewart,elaine hendrix,caitlin wachs,tony martin,john batchelor,mark mitchell,
Movie,sharkcano,TV_PG,44 min,"Animals_Nature, Documentary",3.3,dan nachtrab,,,,,,
Movie,george of the jungle 2,PG,89 min,"Action, Adventure, Comedy, Family",3.3,thomas church,julie benz,christina pickles,angus jones,kelly miller,john kassir,
TV Show,billy dilley's super_duper subterranean summer,TV_Y7,1 Season,"Animation, Comedy, Fantasy",3.1,aaron springer,catherine wayne,tom kenny,,,,
Movie,kazaam,PG,94 min,"Action, Adventure, Comedy, Family",3.0,shaquille o'neal,francis capra,ally walker,james acheson,john costelloe,marshall manesh,
Movie,hannah montana and miley cyrus: best of both worlds concert,G,83 min,"ConcertFilm, Documentary, Music",2.5,miley cyrus,joe jonas,kevin jonas,nick jonas,kenny ortega,billy cyrus,
Movie,hacksaw,TV_PG,89 min,"Animals_Nature, Family, Sports",1.9,tab hunter,victor millan,ray teal,russ mccubbin,george barrows,christine austin,
Movie,jonas brothers: the concert experience,G,89 min,"ConcertFilm, Documentary, Music",1.6,kevin jonas,joe jonas,nick jonas,demi lovato,taylor swift,"""big feggans",
Movie,journey to shark eden,TV_G,47 min,"Action, Adventure, Animals_Nature, Documentary",1.6,salvatore vecchio,,,,,,
